category,setting,billing_code_type,billing_code,description,charge_type,rate
facility,outpatient,CPT/HCP MCC,37211,PR THROMBOLYSIS ARTERIAL INFUSION ICRA RS&I INIT TX,fee schedule,"13,613.4"
facility,outpatient,CPT/HCP MCC,37212,PR THROMBOLYSIS VENOUS INFUSION W/IMAGING INIT TX,fee schedule,"7,896.2"
facility,outpatient,CPT/HCP MCC,37213,PR THROMBOLYSIS ART/VENOUS INFSN W/IMAGE SUBSQ TX,fee schedule,"7,896.2"
facility,outpatient,CPT/HCP MCC,37214,PR CESSATION THROMBOLYTIC THER W/CATHETER REMOVAL,fee schedule,"7,896.2"
facility,outpatient,CPT/HCP MCC,37220,PR REVASCULARIZATION ILIAC ARTERY ANGIOP 1ST VSL,fee schedule,"14,159.2"
facility,outpatient,CPT/HCP MCC,37221,PR REVSC OPN/PRQ ILIAC ART W/STNT PLMT & ANGIOPLSTY,fee schedule,"27,252.7"
facility,outpatient,CPT/HCP MCC,37224,PR REVSC OPN/PRG FEM/POP W/ANGIOPLASTY UNI,fee schedule,"14,159.2"
facility,outpatient,CPT/HCP MCC,37225,PR REVSC OPN/PRQ FEM/POP W/ATHRC/ANGIOP SM VSL,fee schedule,"43,439.0"
facility,outpatient,CPT/HCP MCC,37226,PR REVSC OPN/PRQ FEM/POP W/STNT/ANGIOP SM VSL,fee schedule,"27,252.7"
facility,outpatient,CPT/HCP MCC,37227,PR REVSC OPN/PRQ FEM/POP W/STNT/ATHRC/ANGIOP SM VSL,fee schedule,"43,439.0"
facility,outpatient,CPT/HCP MCC,37228,PR REVSC OPN/PRQ TIB/PERO W/ANGIOPLASTY UNI,fee schedule,"27,252.7"
facility,outpatient,CPT/HCP MCC,37229,PR REVSC OPN/PRQ TIB/PERO W/ATHRC/ANGIOP SM VSL,fee schedule,"43,439.0"
facility,outpatient,CPT/HCP MCC,37230,PR REVSC OPN/PRQ TIB/PERO W/STNT/ANGIOP SM VSL,fee schedule,"43,439.0"
facility,outpatient,CPT/HCP MCC,37231,PR REVSC OPN/PRQ TIB/PERO W/STNT/ATHR/ANGIOP SM VSL,fee schedule,"43,439.0"
facility,outpatient,CPT/HCP MCC,37236,PR OPEN/PERQ PLACEMENT INTRAVASCULAR STENT INITIAL,fee schedule,"27,252.7"
facility,outpatient,CPT/HCP MCC,37238,PR OPEN/PERQ PLACEMENT INTRAVASCULAR STENT SAME 1ST,fee schedule,"27,252.7"
facility,outpatient,CPT/HCP MCC,37241,PR VASCULAR EMBOLIZATION OR OCCLUSION VENOUS RS&I,fee schedule,"27,252.7"
facility,outpatient,CPT/HCP MCC,37242,PR VASCULAR EMBOLIZATION OR OCCLUSION ARTERIAL RS&I,fee schedule,"43,439.0"
facility,outpatient,CPT/HCP MCC,37243,PR VASCULAR EMBOLIZE/OCCLUDE ORGAN TUMOR INFARCT,fee schedule,"27,252.7"
facility,outpatient,CPT/HCP MCC,37244,PR VASCULAR EMBOLIZATION OR OCCLUSION HEMORRHAGE,fee schedule,"27,252.7"
facility,outpatient,CPT/HCP MCC,37246,PR TRLML BALO ANGIOP OPEN/PERQ IMG S&I 1ST ART,fee schedule,"14,159.2"
facility,outpatient,CPT/HCP MCC,37248,PR TRLML BALO ANGIOP OPEN/PERQ W/IMG S&I 1ST VEIN,fee schedule,"14,159.2"
facility,outpatient,CPT/HCP MCC,37500,PR VASC ENDOSCOPY SURG W/LIG PERFORATOR VEINS SPX,fee schedule,"13,613.4"
facility,outpatient,CPT/HCP MCC,37501,PR UNLISTED VASCULAR ENDOSCOPY PROCEDURE,fee schedule,"1,556.2"
facility,outpatient,CPT/HCP MCC,37565,PR LIGATION INTERNAL JUGULAR VEIN,fee schedule,"7,896.2"
facility,outpatient,CPT/HCP MCC,37600,PR LIGATION EXTERNAL CAROTID ARTERY,fee schedule,"7,896.2"
facility,outpatient,CPT/HCP MCC,37605,PR LIGATION INTERNAL/COMMON CAROTID ARTERY,fee schedule,"7,896.2"
facility,outpatient,CPT/HCP MCC,37606,PR LIG INT/COMMON CAROTID ART W/GRADUAL OCCLUSION,fee schedule,"7,896.2"
facility,outpatient,CPT/HCP MCC,37607,PR LIG/BANDING ANGIOACCESS ARTERIOVENOUS FISTULA,fee schedule,"7,896.2"
facility,outpatient,CPT/HCP MCC,37609,PR LIGATION/BIOPSY TEMPORAL ARTERY,fee schedule,"4,016.4"
facility,outpatient,CPT/HCP MCC,37615,PR LIGATION MAJOR ARTERY NECK,fee schedule,"7,896.2"
facility,outpatient,CPT/HCP MCC,37619,PR LIGATION OF INFERIOR VENA CAVA,fee schedule,"13,613.4"
facility,outpatient,CPT/HCP MCC,37650,PR LIGATION OF FEMORAL VEIN,fee schedule,"7,896.2"
facility,outpatient,CPT/HCP MCC,37700,PR LIG&DIV LONG SAPH VEIN SAPHFEM JUNCT/INTERRUPJ,fee schedule,"7,896.2"
facility,outpatient,CPT/HCP MCC,37718,PR LIGJ DIVJ & STRIPPING SHORT SAPHENOUS VEIN,fee schedule,"7,896.2"
facility,outpatient,CPT/HCP MCC,37722,PR LIGJ DIVJ&STRIP LONG SAPH SAPHFEM JUNCT KNE/BELW,fee schedule,"7,896.2"
facility,outpatient,CPT/HCP MCC,37735,PR LIGJ & DIVJ RADICAL STRIP LONG/SHORT SAPHENOUS,fee schedule,"7,896.2"
facility,outpatient,CPT/HCP MCC,37760,PR LIG PRFRATR VEIN SUBFSCAL RAD INCL SKN GRF 1 LEG,fee schedule,"7,896.2"
facility,outpatient,CPT/HCP MCC,37761,PR LIG PRFRATR VEIN SUBFSCAL OPEN INCL US GID 1 LEG,fee schedule,"7,896.2"
facility,outpatient,CPT/HCP MCC,37765,PR STAB PHLEBT VARICOSE VEINS 1 XTR 10-20 STAB INCS,fee schedule,"7,896.2"
facility,outpatient,CPT/HCP MCC,37766,PR STAB PHLEBT VARICOSE VEINS 1 XTR > 20 INCS,fee schedule,"7,896.2"
facility,outpatient,CPT/HCP MCC,37780,PR LIGJ & DIV SHORT SAPH VEIN SAPHENOPOP JUNCT SPX,fee schedule,"7,896.2"
facility,outpatient,CPT/HCP MCC,37785,PR LIGJ DIVJ &/EXCJ VARICOSE VEIN CLUSTER 1 LEG,fee schedule,"7,896.2"
facility,outpatient,CPT/HCP MCC,37790,PR PENILE VENOUS OCCLUSIVE PROCEDURE,fee schedule,"8,636.1"
facility,outpatient,CPT/HCP MCC,37799,PR UNLISTED PROCEDURE VASCULAR SURGERY,fee schedule,"1,556.2"
facility,outpatient,CPT/HCP MCC,38120,PR LAPAROSCOPIC SURGICAL SPLENECTOMY,fee schedule,"25,500.2"
facility,outpatient,CPT/HCP MCC,38129,PR UNLISTED LAPAROSCOPY PROCEDURE SPLEEN,fee schedule,"14,293.7"
facility,outpatient,CPT/HCP MCC,38206,PR BLD-DRV HEMATOP PROGEN CELL HRVG TRNSPLJ AUTOL,fee schedule,"3,800.9"
facility,outpatient,CPT/HCP MCC,38207,PR TRNSPL PREPJ HEMATOP PROGEN CELLS CRYOPRSRV STOR,fee schedule,"1,075.4"
facility,outpatient,CPT/HCP MCC,38208,PR TRNSPL PREP HEMATOP PROGEN THAW PREV HRV PER DNR,fee schedule,"1,075.4"
facility,outpatient,CPT/HCP MCC,38209,PR TRNSP PREP HMATOP PROG THAW PREV HRV WSH PER DNR,fee schedule,"1,075.4"
facility,outpatient,CPT/HCP MCC,38210,PR TRNSPL PREPJ HEMATOP PROGEN DEPLJ IN HRV T-CELL,fee schedule,"1,075.4"
facility,outpatient,CPT/HCP MCC,38211,PR TRNSPL PREPJ HEMATOP PROGEN TUM CELL DEPLJ,fee schedule,"1,075.4"
facility,outpatient,CPT/HCP MCC,38212,PR TRNSPL PREPJ HEMATOP PROGEN RED BLD CELL RMVL,fee schedule,"1,075.4"
facility,outpatient,CPT/HCP MCC,38213,PR TRNSPL PREPJ HEMATOP PROGEN PLTLT DEPLJ,fee schedule,"1,075.4"
facility,outpatient,CPT/HCP MCC,38214,PR TRNSPL PREPJ HEMATOP PROGEN PLSM VOL DEPLJ,fee schedule,"1,075.4"
facility,outpatient,CPT/HCP MCC,38215,PR TRNSPL PREPJ HEMATOP PROGEN CONCENTRATION PLSM,fee schedule,"1,075.4"
facility,outpatient,CPT/HCP MCC,38220,PR DIAGNOSTIC BONE MARROW ASPIRATIONS,fee schedule,"4,016.4"
facility,outpatient,CPT/HCP MCC,38221,PR DIAGNOSTIC BONE MARROW BIOPSIES,fee schedule,"4,016.4"
facility,outpatient,CPT/HCP MCC,38222,PR DIAGNOSTIC BONE MARROW BIOPSIES & ASPIRATIONS,fee schedule,"7,039.1"
facility,outpatient,CPT/HCP MCC,38230,PR BONE MARROW HARVEST TRANSPLANTATION ALLOGENEIC,fee schedule,"3,800.9"
facility,outpatient,CPT/HCP MCC,38232,PR BONE MARROW HARVEST TRANSPLANTATION AUTOLOGOUS,fee schedule,"11,464.3"
facility,outpatient,CPT/HCP MCC,38240,PR TRNSPLJ ALLOGENEIC HEMATOPOIETIC CELLS PER DONOR,fee schedule,"135,372.0"
facility,outpatient,CPT/HCP MCC,38241,PR TRNSPLJ AUTOLOGOUS HEMATOPOIETIC CELLS PER DONOR,fee schedule,"3,800.9"
facility,outpatient,CPT/HCP MCC,38242,PR ALLOGENEIC LYMPHOCYTE INFUSIONS,fee schedule,"3,800.9"
facility,outpatient,CPT/HCP MCC,38243,PR TRNSPLJ HEMATOPOIETIC CELL BOOST,fee schedule,"3,800.9"
facility,outpatient,CPT/HCP MCC,38300,PR DRG LYMPH NODE ABSC/LYMPHADENITIS SMPL,fee schedule,"7,039.1"
facility,outpatient,CPT/HCP MCC,38305,PR DRG LYMPH NODE ABSC/LYMPHADENITIS EXTNSV,fee schedule,"7,039.1"
facility,outpatient,CPT/HCP MCC,38308,PR LYMPHANGIOTOMY/OTH OPRATIONS LYMPHATIC CHANNELS,fee schedule,"9,442.7"
facility,outpatient,CPT/HCP MCC,38500,PR BX/EXC LYMPH NODE OPEN SUPERFICIAL,fee schedule,"9,442.7"
facility,outpatient,CPT/HCP MCC,38505,PR BX/EXC LYMPH NODE NEEDLE SUPERFICIAL,fee schedule,"4,016.4"
facility,outpatient,CPT/HCP MCC,38510,PR BX/EXC LYMPH NODE OPEN DEEP CERVICAL NODE,fee schedule,"9,442.7"
facility,outpatient,CPT/HCP MCC,38520,PR BX/EXC LYMPH NODE OPN DP CRV NODE W/EXC FAT PAD,fee schedule,"9,442.7"
facility,outpatient,CPT/HCP MCC,38525,PR BX/EXC LYMPH NODE OPEN DEEP AXILLARY NODE,fee schedule,"9,442.7"
facility,outpatient,CPT/HCP MCC,38530,PR BX/EXC LYMPH NODE OPEN INT MAMMARY NODE,fee schedule,"9,442.7"
facility,outpatient,CPT/HCP MCC,38531,PR OPEN BIOPSY/EXCISION INGUINOFEMORAL NODES,fee schedule,"9,442.7"
facility,outpatient,CPT/HCP MCC,38542,PR DISSECTION DEEP JUGULAR NODE,fee schedule,"14,293.7"
facility,outpatient,CPT/HCP MCC,38550,PR EXC CSTIC HYGROMA AX/CRV W/O DP NEUROVASC DSJ,fee schedule,"9,442.7"
facility,outpatient,CPT/HCP MCC,38555,PR EXC CSTIC HYGROMA AX/CRV W/DP NEUROVASC DSJ,fee schedule,"16,154.4"
facility,outpatient,CPT/HCP MCC,38570,PR LAPS SURG RETROPERITONEAL LYMPH NODE BX 1/MLT,fee schedule,"14,293.7"
facility,outpatient,CPT/HCP MCC,38571,PR LAPS SURG BILATERAL TOTAL PELVIC LMPHADECTOMY,fee schedule,"25,500.2"
facility,outpatient,CPT/HCP MCC,38572,PR LAPS BI TOT PEL LMPHADEC & PRI-AORTIC LYMPH BX 1,fee schedule,"25,500.2"
facility,outpatient,CPT/HCP MCC,38573,PR LAPS W/BI TOT PEL LMPHADEC & OMNTC LYMPH BX,fee schedule,"25,500.2"
facility,outpatient,CPT/HCP MCC,38589,PR UNLISTED LAPAROSCOPY PX LYMPHATIC SYSTEM,fee schedule,"14,293.7"
facility,outpatient,CPT/HCP MCC,38700,PR SUPRAHYOID LYMPHADENECTOMY,fee schedule,"16,154.4"
facility,outpatient,CPT/HCP MCC,38720,PR CERVICAL LYMPHADENECTOMY,fee schedule,"16,154.4"
facility,outpatient,CPT/HCP MCC,38740,PR AXILLARY LYMPHADENECTOMY SUPERFICIAL,fee schedule,"14,293.7"
facility,outpatient,CPT/HCP MCC,38745,PR AXILLARY LYMPHADENECTOMY COMPLETE,fee schedule,"14,293.7"
facility,outpatient,CPT/HCP MCC,38760,PR INGUINOFEM LMPHADEC SUPFC W/CLOQUETS NODE SPX,fee schedule,"16,154.4"
facility,outpatient,CPT/HCP MCC,38792,PR INJ RADIOACTIVE TRACER FOR ID OF SENTINEL NODE,fee schedule,"1,021.7"
facility,outpatient,CPT/HCP MCC,38999,PR UNLISTED PROCEDURE HEMIC OR LYMPHATIC SYSTEM,fee schedule,"1,075.4"
facility,outpatient,CPT/HCP MCC,39401,PR MEDIASTINOSCOPY INCLUDES MEDIASTINAL MASS BIOPSY,fee schedule,"14,293.7"
facility,outpatient,CPT/HCP MCC,39402,PR MEDIASTINOSCOPY WITH LYMPH NODE BIOPSY/IES,fee schedule,"14,293.7"
facility,outpatient,CPT/HCP MCC,40490,PR BIOPSY OF LIP,fee schedule,605.1
facility,outpatient,CPT/HCP MCC,40500,PR VERMILIONECTOMY LIP SHV W/MUCOSAL ADVMNT,fee schedule,"7,975.8"
facility,outpatient,CPT/HCP MCC,40510,PR EXC LIP TRANSVRS WEDGE EXC W/PRIM CLSR,fee schedule,"7,975.8"
facility,outpatient,CPT/HCP MCC,40520,PR EXC LIP V-EXC W/PRIM DIR LINR CLSR,fee schedule,"7,975.8"
facility,outpatient,CPT/HCP MCC,40525,PR EXC LIP FULL THKNS RCNSTJ W/LOCAL FLAP,fee schedule,"7,975.8"
facility,outpatient,CPT/HCP MCC,40527,PR EXC LIP FULL THKNS RCNSTJ W/CROSS LIP FLAP,fee schedule,"14,507.2"
facility,outpatient,CPT/HCP MCC,40530,PR RESCJ LIP > ONE-FOURTH W/O RCNSTJ,fee schedule,"7,975.8"
facility,outpatient,CPT/HCP MCC,40650,PR REPAIR LIP FULL THICKNESS VERMILION ONLY,fee schedule,"1,363.0"
facility,outpatient,CPT/HCP MCC,40652,PR REPAIR LIP FULL THICKNESS <HALF VERTICAL HEIGHT,fee schedule,"1,363.0"
facility,outpatient,CPT/HCP MCC,40654,PR RPR LIP FTH OVER ONE-HALF VERT HEIGHT/COMPLEX,fee schedule,"3,777.9"
facility,outpatient,CPT/HCP MCC,40700,PR PLSTC RPR CL LIP/NSL DFRM PRIM PRTL/COMPL UNI,fee schedule,"14,507.2"
facility,outpatient,CPT/HCP MCC,40701,PR PLSTC RPR CL LIP/NSL DFRM PRIM BI 1 STG PX,fee schedule,"14,507.2"
facility,outpatient,CPT/HCP MCC,40702,PR PLSTC RPR CL LIP/NSL DFRM PRIM BI 1 2 STGS,fee schedule,"14,507.2"
facility,outpatient,CPT/HCP MCC,40720,PR PLSTC RPR CL LIP/NSL DFRM SEC RECRTJ DFCT & RECL,fee schedule,"7,975.8"
facility,outpatient,CPT/HCP MCC,40761,PR PLSTC RPR CL LIP/NSL DFRM W/CROSS LIP PEDCL FLAP,fee schedule,"14,507.2"
facility,outpatient,CPT/HCP MCC,40799,PR UNLISTED PROCEDURE LIPS,fee schedule,605.1
facility,outpatient,CPT/HCP MCC,40800,PR DRG ABSC CST HMTMA VESTIBULE MOUTH SMPL,fee schedule,"1,742.9"
facility,outpatient,CPT/HCP MCC,40801,PR DRG ABSC CST HMTMA VESTIBULE MOUTH COMP,fee schedule,"1,363.0"
facility,outpatient,CPT/HCP MCC,40804,PR RMVL EMBEDDED FB VESTIBULE MOUTH SMPL,fee schedule,"2,245.6"
facility,outpatient,CPT/HCP MCC,40805,PR RMVL EMBEDDED FB VESTIBULE MOUTH COMP,fee schedule,"1,363.0"
facility,outpatient,CPT/HCP MCC,40806,PR INCISION LABIAL FRENUM FRENOTOMY,fee schedule,"1,363.0"
facility,outpatient,CPT/HCP MCC,40808,PR BIOPSY VESTIBULE MOUTH,fee schedule,"1,363.0"
facility,outpatient,CPT/HCP MCC,40810,PR EXC LES MUCOSA & SBMCSL VESTIBULE MOUTH W/O RPR,fee schedule,"7,975.8"
facility,outpatient,CPT/HCP MCC,40812,PR EXC LESION MUCOSA & SBMCSL VESTIBULE SMPL RPR,fee schedule,"3,777.9"
facility,outpatient,CPT/HCP MCC,40814,PR EXC LESION MUCOSA & SBMCSL VESTIBULE CPLX RPR,fee schedule,"7,975.8"
facility,outpatient,CPT/HCP MCC,40816,PR EXC LESION MUCOSA&SBMCSL VESTIBULE CPLX EXC MUSC,fee schedule,"7,975.8"
facility,outpatient,CPT/HCP MCC,40818,PR EXC MUCOSA VESTIBULE MOUTH AS DON GRF,fee schedule,"1,363.0"
facility,outpatient,CPT/HCP MCC,40819,PR EXC FRENUM LABIAL/BUCCAL,fee schedule,"3,777.9"
facility,outpatient,CPT/HCP MCC,40820,PR DSTRJ LES/SCAR VESTIBULE MOUTH PHYSICAL METHS,fee schedule,"7,975.8"
facility,outpatient,CPT/HCP MCC,40830,PR CLOSURE LACERATION VESTIBULE MOUTH 2.5 CM/<,fee schedule,605.1
facility,outpatient,CPT/HCP MCC,40831,PR CLOSURE LACERATION VESTIBULE MOUTH > 2.5 CM/CPL,fee schedule,"1,363.0"
facility,outpatient,CPT/HCP MCC,40840,PR VESTIBULOPLASTY ANTERIOR,fee schedule,"14,507.2"
facility,outpatient,CPT/HCP MCC,40842,PR VESTIBULOPLASTY POSTERIOR UNILATERAL,fee schedule,"14,507.2"
facility,outpatient,CPT/HCP MCC,40843,PR VESTIBULOPLASTY POSTERIOR BILATERAL,fee schedule,"14,507.2"
facility,outpatient,CPT/HCP MCC,40844,PR VESTIBULOPLASTY ENTIRE ARCH,fee schedule,"14,507.2"
facility,outpatient,CPT/HCP MCC,40845,PR VESTIBULOPLASTY CPLX W/RIDGE XTN MUSC RPSG,fee schedule,"14,507.2"
facility,outpatient,CPT/HCP MCC,40899,PR UNLISTED PROCEDURE VESTIBULE MOUTH,fee schedule,605.1
facility,outpatient,CPT/HCP MCC,41000,PR INTRAORAL I&D TONGUE/FLOOR LINGUAL,fee schedule,"1,363.0"
facility,outpatient,CPT/HCP MCC,41005,PR INTRAORAL I&D TONGUE/FLOOR SUBLNGL SUPFC,fee schedule,605.1
facility,outpatient,CPT/HCP MCC,41006,PR INTRAORAL I&D TONGUE/FLOOR SUBLNGL DP SPRMLHYD,fee schedule,"3,777.9"
facility,outpatient,CPT/HCP MCC,41007,PR INTRAORAL I&D TONGUE/FLOOR SUBMENTAL SPACE,fee schedule,"3,777.9"
facility,outpatient,CPT/HCP MCC,41008,PR INTRAORAL I&D TONGUE/FLOOR SUBMNDBLR SPACE,fee schedule,"7,975.8"
facility,outpatient,CPT/HCP MCC,41009,PR INTRAORAL I&D TONGUE/FLOOR MASTICATOR SPACE,fee schedule,"1,363.0"
facility,outpatient,CPT/HCP MCC,41010,PR INCISION LINGUAL FRENUM FRENOTOMY,fee schedule,"3,777.9"
facility,outpatient,CPT/HCP MCC,41015,PR XTRORAL I&D ABSC CST/HMTMA FLOOR MOUTH SUBLNGL,fee schedule,"1,363.0"
facility,outpatient,CPT/HCP MCC,41016,PR XTRORAL I&D ABSC CST/HMTMA FLOOR MOUTH SUBMENT,fee schedule,"14,507.2"
facility,outpatient,CPT/HCP MCC,41017,PR XTRORAL I&D ABSC CST/HMTMA FLOOR MOUTH SUBMNDB,fee schedule,"7,975.8"
facility,outpatient,CPT/HCP MCC,41018,PR XTRORAL I&D FLOOR MASTICATOR SPACE,fee schedule,"3,777.9"
facility,outpatient,CPT/HCP MCC,41019,PR PLACEMENT NEEDLE HEAD/NECK RADIOELEMENT APPLICAT,fee schedule,"14,507.2"
facility,outpatient,CPT/HCP MCC,41100,PR BIOPSY TONGUE ANTERIOR TWO-THIRDS,fee schedule,"1,363.0"
facility,outpatient,CPT/HCP MCC,41105,PR BIOPSY TONGUE POSTERIOR ONE-THIRD,fee schedule,"7,975.8"
facility,outpatient,CPT/HCP MCC,41108,PR BIOPSY FLOOR MOUTH,fee schedule,"4,016.4"
facility,outpatient,CPT/HCP MCC,41110,PR EXCISION LESION TONGUE W/O CLOSURE,fee schedule,"7,975.8"
facility,outpatient,CPT/HCP MCC,41112,PR EXC LESION TONGUE W/CLSR ANTERIOR TWO-THIRDS,fee schedule,"7,975.8"
facility,outpatient,CPT/HCP MCC,41113,PR EXC LESION TONGUE W/CLSR POSTERIOR ONE-THIRD,fee schedule,"7,975.8"
facility,outpatient,CPT/HCP MCC,41114,PR EXC LESION TONGUE W/CLSR W/LOCAL TONGUE FLAP,fee schedule,"7,975.8"
facility,outpatient,CPT/HCP MCC,41115,PR EXCISION LINGUAL FRENUM FRENECTOMY,fee schedule,"3,777.9"
facility,outpatient,CPT/HCP MCC,41116,PR EXCISION LESION FLOOR MOUTH,fee schedule,"7,975.8"
facility,outpatient,CPT/HCP MCC,41120,PR GLOSSECTOMY <ONE-HALF TONGUE,fee schedule,"14,507.2"
facility,outpatient,CPT/HCP MCC,41250,PR RPR LAC 2.5 CM/< MOUTH&/ANT TWO-THIRDS TONG,fee schedule,987.0
facility,outpatient,CPT/HCP MCC,41251,PR RPR LAC 2.5 CM/< PST ONE-THIRD TONGUE,fee schedule,605.1
facility,outpatient,CPT/HCP MCC,41252,PR RPR LAC TONGUE FLOOR MOUTH > 2.6 CM/CPLX,fee schedule,605.1
facility,outpatient,CPT/HCP MCC,41510,PR SUTURE TONGUE LIP MICROGNATHIA,fee schedule,"7,975.8"
facility,outpatient,CPT/HCP MCC,41512,PR TONGUE BASE SUSPENSION PERMANENT SUTURE TQ,fee schedule,"14,507.2"
facility,outpatient,CPT/HCP MCC,41520,PR FRENOPLASTY SURG REVJ FRENUM EG W/Z-PLASTY,fee schedule,"7,975.8"
facility,outpatient,CPT/HCP MCC,41530,PR SUBMUCOSAL ABLTJ TONGUE RF 1/> SITES PR SESSION,fee schedule,"7,975.8"
facility,outpatient,CPT/HCP MCC,41599,PR UNLISTED PROCEDURE TONGUE FLOOR MOUTH,fee schedule,605.1
facility,outpatient,CPT/HCP MCC,41800,PR DRG ABSC CST HMTMA FROM DENTOALVEOLAR STRUXS,fee schedule,316.4
facility,outpatient,CPT/HCP MCC,41805,PR RMVL EMBEDDED FB FROM DENTALVLR STRUXS SOFT TISS,fee schedule,"3,777.9"
facility,outpatient,CPT/HCP MCC,41806,PR RMVL EMBEDDED FB FROM DENTOALVEOLAR STRUXS BONE,fee schedule,"3,777.9"
facility,outpatient,CPT/HCP MCC,41820,PR GINGIVECTOMY EXC GINGIVA EACH QUADRANT,fee schedule,"7,975.8"
facility,outpatient,CPT/HCP MCC,41821,PR OPRCULECTOMY EXC PRICORONAL TISSUE,fee schedule,"3,777.9"
facility,outpatient,CPT/HCP MCC,41822,PR EXC FIBROUS TUBEROSITIES DENTOALVEOLAR STRUXS,fee schedule,"3,777.9"
facility,outpatient,CPT/HCP MCC,41823,PR EXC OSS TUBEROSITIES DENTOALVEOLAR STRUXS,fee schedule,"14,507.2"
facility,outpatient,CPT/HCP MCC,41825,PR EXC LESION/TUMOR DENTOALVEOLAR STRUX W/O RPR,fee schedule,"7,975.8"
facility,outpatient,CPT/HCP MCC,41826,PR EXC LESION/TUMOR DENTOALVEOLAR STRUX W/SMPL RPR,fee schedule,"7,975.8"
facility,outpatient,CPT/HCP MCC,41827,PR EXC LESION/TUMOR DENTALVEOLAR STRUX W/CMPLX RPR,fee schedule,"14,507.2"
facility,outpatient,CPT/HCP MCC,41828,PR EXC HYPRPLSTC ALVEOLAR MUCOSA EA QUADRANT SPEC,fee schedule,"3,777.9"
facility,outpatient,CPT/HCP MCC,41830,PR ALVEOLECTOMY W/CURTG OSTEITIS/SEQUESTRECTOMY,fee schedule,"7,975.8"
facility,outpatient,CPT/HCP MCC,41850,PR DESTRUCTION LESION DENTOALVEOLAR STRUCTURES,fee schedule,"3,777.9"
facility,outpatient,CPT/HCP MCC,41870,PR PERIODONTAL MUCOSAL GRAFTING,fee schedule,"3,777.9"
facility,outpatient,CPT/HCP MCC,41872,PR GINGIVOPLASTY EACH QUADRANT SPECIFY,fee schedule,"7,975.8"
facility,outpatient,CPT/HCP MCC,41874,PR ALVEOLOPLASTY EACH QUADRANT SPECIFY,fee schedule,"7,975.8"
facility,outpatient,CPT/HCP MCC,41899,PR UNLISTED PROCEDURE DENTOALVEOLAR STRUCTURES,fee schedule,605.1
facility,outpatient,CPT/HCP MCC,42000,PR DRAINAGE ABSCESS PALATE UVULA,fee schedule,605.1
facility,outpatient,CPT/HCP MCC,42100,PR BIOPSY PALATE UVULA,fee schedule,"3,777.9"
facility,outpatient,CPT/HCP MCC,42104,PR EXC LESION PALATE UVULA W/O CLOSURE,fee schedule,"7,975.8"
facility,outpatient,CPT/HCP MCC,42106,PR EXC LESION PALATE UVULA W/SMPL PRIM CLOSURE,fee schedule,"7,975.8"
facility,outpatient,CPT/HCP MCC,42107,PR EXC LESION PALATE UVULA W/LOCAL FLAP CLOSURE,fee schedule,"14,507.2"
facility,outpatient,CPT/HCP MCC,42120,PR RESCJ PALATE/EXTENSIVE RESCJ LESION,fee schedule,"14,507.2"
facility,outpatient,CPT/HCP MCC,42140,PR UVULECTOMY EXCISION UVULA,fee schedule,"7,975.8"
facility,outpatient,CPT/HCP MCC,42145,PR PALATOPHARYNGOPLASTY,fee schedule,"14,507.2"
facility,outpatient,CPT/HCP MCC,42160,PR DSTRJ LESION PALATE/UVULA THERMAL CRYO/CHEM,fee schedule,"7,975.8"
facility,outpatient,CPT/HCP MCC,42180,PR REPAIR LACERATION PALATE <2 CM,fee schedule,"1,363.0"
facility,outpatient,CPT/HCP MCC,42182,PR REPAIR LACERATION PALATE >2 CM/COMPLEX,fee schedule,"14,507.2"
facility,outpatient,CPT/HCP MCC,42200,PR PALATOP CL PALATE SOFT&/HARD PALATE ONLY,fee schedule,"14,507.2"
facility,outpatient,CPT/HCP MCC,42205,PR PALATOPLASTY W/CLSR ALVEOLAR RIDGE SOFT TISSUE,fee schedule,"7,975.8"
facility,outpatient,CPT/HCP MCC,42210,PR PALATOP CLSR ALVEOLAR RIDGE GRF ALVEOLAR RIDGE,fee schedule,"14,507.2"
facility,outpatient,CPT/HCP MCC,42215,PR PALATOPLASTY CLEFT PALATE MAJOR REVJ,fee schedule,"14,507.2"
facility,outpatient,CPT/HCP MCC,42220,PR PALATOPLASTY CLEFT PALATE SEC LNGTH PX,fee schedule,"14,507.2"
facility,outpatient,CPT/HCP MCC,42225,PR PALATOP CL PALATE ATTACHMENT PHARYNGEAL FLAP,fee schedule,"14,507.2"
facility,outpatient,CPT/HCP MCC,42226,PR LENGTHENING PALATE & PHARYNGEAL FLAP,fee schedule,"14,507.2"
facility,outpatient,CPT/HCP MCC,42227,PR LENGTHENING PALATE W/ISLAND FLAP,fee schedule,"14,507.2"
facility,outpatient,CPT/HCP MCC,42235,PR REPAIR ANTERIOR PALATE W/VOMER FLAP,fee schedule,"14,507.2"
facility,outpatient,CPT/HCP MCC,42260,PR REPAIR NASOLABIAL FISTULA,fee schedule,"14,507.2"
facility,outpatient,CPT/HCP MCC,42280,PR MAXILLARY IMPRESJ PALATAL PROSTHESIS,fee schedule,"1,363.0"
facility,outpatient,CPT/HCP MCC,42281,PR INSJ PIN-RETAINED PALATAL PROSTHESIS,fee schedule,"14,507.2"
facility,outpatient,CPT/HCP MCC,42299,PR UNLISTED PROCEDURE PALATE UVULA,fee schedule,605.1
facility,outpatient,CPT/HCP MCC,42300,PR DRAINAGE ABSCESS PAROTID SIMPLE,fee schedule,"3,777.9"
