STFIPS,CTYFIPS,ST_ABBREV,CTYNAME,CBSATITLE,CBSAPOP,CTYPOP,CODE2023,CODE2013,CODE2006,CODE1990
13,27,GA,Brooks County,"Valdosta, GA",149849,16253,4,4,4,6
13,29,GA,Bryan County,"Savannah, GA",418373,48225,3,3,3,3
13,31,GA,Bulloch County,"Statesboro, GA",93754,83059,5,5,5,5
13,33,GA,Burke County,"Augusta-Richmond County, GA-SC",624083,24388,3,3,3,6
13,35,GA,Butts County,"Atlanta-Sandy Springs-Roswell, GA",6237435,26649,2,2,2,6
13,37,GA,Calhoun County,,,5469,6,6,6,6
13,39,GA,Camden County,"Kingsland, GA",57013,57013,5,5,5,6
13,43,GA,Candler County,,,11000,6,6,6,6
13,45,GA,Carroll County,"Atlanta-Sandy Springs-Roswell, GA",6237435,124592,2,2,2,2
13,47,GA,Catoosa County,"Chattanooga, TN-GA",574507,68826,3,3,3,3
13,49,GA,Charlton County,,,12781,6,6,6,6
13,51,GA,Chatham County,"Savannah, GA",418373,301107,3,3,3,3
13,53,GA,Chattahoochee County,"Columbus, GA-AL",324110,8819,3,3,3,3
13,55,GA,Chattooga County,"Summerville, GA",24936,24936,5,5,5,6
13,57,GA,Cherokee County,"Atlanta-Sandy Springs-Roswell, GA",6237435,281278,2,2,2,2
13,59,GA,Clarke County,"Athens-Clarke County, GA",220405,129875,4,4,4,4
13,61,GA,Clay County,,,2845,6,6,6,6
13,63,GA,Clayton County,"Atlanta-Sandy Springs-Roswell, GA",6237435,296564,2,2,2,2
13,65,GA,Clinch County,,,6662,6,6,6,6
13,67,GA,Cobb County,"Atlanta-Sandy Springs-Roswell, GA",6237435,771952,2,2,2,2
13,69,GA,Coffee County,"Douglas, GA",51355,43172,5,5,5,5
13,71,GA,Colquitt County,"Moultrie, GA",45762,45762,5,5,5,5
13,73,GA,Columbia County,"Augusta-Richmond County, GA-SC",624083,162419,3,3,3,3
13,75,GA,Cook County,,,17404,6,6,6,6
13,77,GA,Coweta County,"Atlanta-Sandy Springs-Roswell, GA",6237435,152882,2,2,2,2
13,79,GA,Crawford County,"Macon-Bibb County, GA",233916,12140,4,4,4,6
13,81,GA,Crisp County,"Cordele, GA",19708,19708,5,5,5,5
13,83,GA,Dade County,"Chattanooga, TN-GA",574507,16081,3,3,3,3
13,85,GA,Dawson County,"Atlanta-Sandy Springs-Roswell, GA",6237435,30138,2,2,2,6
13,87,GA,Decatur County,"Bainbridge, GA",28982,28982,5,5,5,5
13,89,GA,DeKalb County,"Atlanta-Sandy Springs-Roswell, GA",6237435,762820,2,2,2,1
13,91,GA,Dodge County,,,19802,6,6,6,6
13,93,GA,Dooly County,,,10572,6,6,6,6
13,95,GA,Dougherty County,"Albany, GA",145786,82966,4,4,4,4
13,97,GA,Douglas County,"Atlanta-Sandy Springs-Roswell, GA",6237435,147316,2,2,2,2
13,99,GA,Early County,,,10574,6,6,6,6
13,101,GA,Echols County,"Valdosta, GA",149849,3686,4,4,4,6
13,103,GA,Effingham County,"Savannah, GA",418373,69041,3,3,3,3
13,105,GA,Elbert County,,,19814,6,6,6,6
13,107,GA,Emanuel County,,,22929,6,6,6,6
13,109,GA,Evans County,"Statesboro, GA",93754,10695,5,6,6,6
13,111,GA,Fannin County,,,25737,6,6,6,6
13,113,GA,Fayette County,"Atlanta-Sandy Springs-Roswell, GA",6237435,122030,2,2,2,2
13,115,GA,Floyd County,"Rome, GA",99443,99443,4,4,4,5
13,117,GA,Forsyth County,"Atlanta-Sandy Springs-Roswell, GA",6237435,267237,2,2,2,2
13,119,GA,Franklin County,,,24128,6,6,6,6
13,121,GA,Fulton County,"Atlanta-Sandy Springs-Roswell, GA",6237435,1074634,1,1,1,1
13,123,GA,Gilmer County,,,32407,6,6,6,6
13,125,GA,Glascock County,,,2939,6,6,6,6
13,127,GA,Glynn County,"Brunswick-St. Simons, GA",114442,85079,4,4,4,5
13,129,GA,Gordon County,"Calhoun, GA",58954,58954,5,5,5,6
13,131,GA,Grady County,"Thomasville, GA",71569,26008,5,6,6,6
13,133,GA,Greene County,,,20139,6,6,6,6
13,135,GA,Gwinnett County,"Atlanta-Sandy Springs-Roswell, GA",6237435,975353,2,2,2,2
13,137,GA,Habersham County,"Cornelia, GA",47475,47475,5,5,5,6
13,139,GA,Hall County,"Gainesville, GA",212692,212692,4,4,4,5
13,141,GA,Hancock County,,,8387,6,5,5,6
13,143,GA,Haralson County,"Atlanta-Sandy Springs-Roswell, GA",6237435,31337,2,2,2,6
13,145,GA,Harris County,"Columbus, GA-AL",324110,36276,3,3,3,3
13,147,GA,Hart County,,,26909,6,6,6,6
13,149,GA,Heard County,"Atlanta-Sandy Springs-Roswell, GA",6237435,11725,2,2,2,6
13,151,GA,Henry County,"Atlanta-Sandy Springs-Roswell, GA",6237435,248364,2,2,2,2
13,153,GA,Houston County,"Warner Robins, GA",198193,169631,4,4,4,3
13,155,GA,Irwin County,,,9126,6,6,5,6
13,157,GA,Jackson County,"Jefferson, GA",83936,83936,5,5,6,6
13,159,GA,Jasper County,"Atlanta-Sandy Springs-Roswell, GA",6237435,15951,2,2,2,6
13,161,GA,Jeff Davis County,,,14889,6,6,6,6
13,163,GA,Jefferson County,,,15314,6,6,6,6
13,165,GA,Jenkins County,,,8689,6,6,6,6
13,167,GA,Johnson County,"Dublin, GA",58902,9242,5,5,5,6
13,169,GA,Jones County,"Macon-Bibb County, GA",233916,28472,4,4,4,3
13,171,GA,Lamar County,,,19467,6,2,2,6
13,173,GA,Lanier County,"Valdosta, GA",149849,10171,4,4,4,6
13,175,GA,Laurens County,"Dublin, GA",58902,49660,5,5,5,5
13,177,GA,Lee County,"Albany, GA",145786,33642,4,4,4,4
13,179,GA,Liberty County,"Hinesville, GA",86378,68030,4,4,4,5
13,181,GA,Lincoln County,"Augusta-Richmond County, GA-SC",624083,7841,3,3,6,6
13,183,GA,Long County,"Hinesville, GA",86378,18348,4,4,4,6
13,185,GA,Lowndes County,"Valdosta, GA",149849,119739,4,4,4,5
13,187,GA,Lumpkin County,"Atlanta-Sandy Springs-Roswell, GA",6237435,34796,2,6,6,6
13,189,GA,McDuffie County,"Augusta-Richmond County, GA-SC",624083,21713,3,3,3,3
13,191,GA,McIntosh County,"Brunswick-St. Simons, GA",114442,11180,4,4,4,6
13,193,GA,Macon County,,,11765,6,6,6,6
13,195,GA,Madison County,"Athens-Clarke County, GA",220405,31473,4,4,4,4
13,197,GA,Marion County,"Columbus, GA-AL",324110,7449,3,3,3,6
13,199,GA,Meriwether County,"Atlanta-Sandy Springs-Roswell, GA",6237435,20845,2,2,2,6
13,201,GA,Miller County,,,5807,6,6,6,6
13,205,GA,Mitchell County,,,21116,6,6,6,6
13,207,GA,Monroe County,"Macon-Bibb County, GA",233916,29427,4,4,4,6
13,209,GA,Montgomery County,"Vidalia, GA",35492,8655,5,5,5,5
13,211,GA,Morgan County,"Atlanta-Sandy Springs-Roswell, GA",6237435,21031,2,2,6,6
13,213,GA,Murray County,"Dalton, GA",143604,40472,4,4,4,6
13,215,GA,Muscogee County,"Columbus, GA-AL",324110,202616,3,3,3,3
13,217,GA,Newton County,"Atlanta-Sandy Springs-Roswell, GA",6237435,117621,2,2,2,2
13,219,GA,Oconee County,"Athens-Clarke County, GA",220405,43588,4,4,4,4
13,221,GA,Oglethorpe County,"Athens-Clarke County, GA",220405,15469,4,4,4,6
13,223,GA,Paulding County,"Atlanta-Sandy Springs-Roswell, GA",6237435,178421,2,2,2,2
13,225,GA,Peach County,"Warner Robins, GA",198193,28562,4,4,5,3
13,227,GA,Pickens County,"Atlanta-Sandy Springs-Roswell, GA",6237435,34826,2,2,2,2
13,229,GA,Pierce County,"Waycross, GA",55782,20168,5,5,5,5
13,231,GA,Pike County,"Atlanta-Sandy Springs-Roswell, GA",6237435,19990,2,2,2,6
13,233,GA,Polk County,"Cedartown, GA",43709,43709,5,5,5,6
13,235,GA,Pulaski County,,,9984,6,4,6,6
13,237,GA,Putnam County,,,22984,6,6,6,6
13,239,GA,Quitman County,"Eufaula, AL-GA",26955,2249,5,6,5,6
13,241,GA,Rabun County,,,17206,6,6,6,6
13,243,GA,Randolph County,,,6116,6,6,6,6
13,245,GA,Richmond County,"Augusta-Richmond County, GA-SC",624083,206640,3,3,3,3
13,247,GA,Rockdale County,"Atlanta-Sandy Springs-Roswell, GA",6237435,94984,2,2,2,2
13,249,GA,Schley County,"Americus, GA",33373,4496,5,5,5,6
13,251,GA,Screven County,,,13977,6,6,6,6
13,253,GA,Seminole County,,,9127,6,6,6,6
13,255,GA,Spalding County,"Atlanta-Sandy Springs-Roswell, GA",6237435,68919,2,2,2,2
13,257,GA,Stephens County,"Toccoa, GA",26767,26767,5,5,5,6
13,259,GA,Stewart County,"Columbus, GA-AL",324110,4648,3,6,6,6
13,261,GA,Sumter County,"Americus, GA",33373,28877,5,5,5,5
13,263,GA,Talbot County,"Columbus, GA-AL",324110,5747,3,6,6,6
13,265,GA,Taliaferro County,,,1600,6,6,6,6
13,267,GA,Tattnall County,,,24064,6,6,6,6
13,269,GA,Taylor County,,,7737,6,6,6,6
13,271,GA,Telfair County,,,12354,6,6,6,6
13,273,GA,Terrell County,"Albany, GA",145786,8754,4,4,4,6
13,275,GA,Thomas County,"Thomasville, GA",71569,45561,5,5,5,5
13,277,GA,Tift County,"Tifton, GA",50254,41412,5,5,5,5
13,279,GA,Toombs County,"Vidalia, GA",35492,26837,5,5,5,5
13,281,GA,Towns County,,,12972,6,6,6,6
13,283,GA,Treutlen County,,,6365,6,6,6,6
13,285,GA,Troup County,"LaGrange, GA-AL",104279,70191,5,5,5,5
13,287,GA,Turner County,"Tifton, GA",50254,8842,5,6,6,6
13,289,GA,Twiggs County,"Macon-Bibb County, GA",233916,7680,4,4,4,3
13,291,GA,Union County,,,26388,6,6,6,6
13,293,GA,Upson County,"Thomaston, GA",28086,28086,5,5,5,6
13,295,GA,Walker County,"Chattanooga, TN-GA",574507,68915,3,3,3,3
13,297,GA,Walton County,"Atlanta-Sandy Springs-Roswell, GA",6237435,103065,2,2,2,2
13,299,GA,Ware County,"Waycross, GA",55782,35614,5,5,5,5
13,301,GA,Warren County,,,5155,6,6,6,6
13,303,GA,Washington County,,,19738,6,6,6,6
13,305,GA,Wayne County,"Jesup, GA",30896,30896,5,5,5,6
13,307,GA,Webster County,,,2328,6,6,6,6
13,309,GA,Wheeler County,,,7314,6,6,6,6
13,311,GA,White County,,,28806,6,6,6,6
13,313,GA,Whitfield County,"Dalton, GA",143604,103132,4,4,4,5
13,315,GA,Wilcox County,,,8761,6,6,6,6
13,317,GA,Wilkes County,,,9599,6,6,6,6
13,319,GA,Wilkinson County,,,8681,6,6,6,6
13,321,GA,Worth County,"Albany, GA",145786,20424,4,4,4,6
15,1,HI,Hawaii County,"Hilo-Kailua, HI",206315,206315,5,5,5,5
15,3,HI,Honolulu County,"Urban Honolulu, HI",995638,995638,3,3,3,3
15,5,HI,Kalawao County,"Kahului-Wailuku, HI",164433,82,4,4,6,5
15,7,HI,Kauai County,"Kapaa, HI",73810,73810,5,5,5,6
15,9,HI,Maui County,"Kahului-Wailuku, HI",164433,164351,4,4,5,5
16,1,ID,Ada County,"Boise City, ID",811336,518907,3,3,3,3
16,3,ID,Adams County,,,4817,6,6,6,6
16,5,ID,Bannock County,"Pocatello, ID",89517,89517,4,4,4,5
16,7,ID,Bear Lake County,,,6722,6,6,6,6
16,9,ID,Benewah County,,,10370,6,6,6,6
16,11,ID,Bingham County,"Blackfoot, ID",49923,49923,5,5,5,6
16,13,ID,Blaine County,"Hailey, ID",31348,24866,5,5,6,6
16,15,ID,Boise County,"Boise City, ID",811336,8333,3,3,3,6
16,17,ID,Bonner County,"Sandpoint, ID",51414,51414,5,5,6,6
16,19,ID,Bonneville County,"Idaho Falls, ID",165608,129496,4,4,4,5
16,21,ID,Boundary County,,,13345,6,6,6,6
16,23,ID,Butte County,"Idaho Falls, ID",165608,2684,4,4,6,6
16,25,ID,Camas County,"Hailey, ID",31348,1153,5,5,6,6
16,27,ID,Canyon County,"Boise City, ID",811336,251065,3,3,3,3
16,29,ID,Caribou County,,,7190,6,6,6,6
16,31,ID,Cassia County,"Burley, ID",47849,25655,5,5,5,6
16,33,ID,Clark County,,,806,6,6,6,6
16,35,ID,Clearwater County,,,9015,6,6,6,6
16,37,ID,Custer County,,,4506,6,6,6,6
16,39,ID,Elmore County,"Mountain Home, ID",29403,29403,5,5,5,6
16,41,ID,Franklin County,"Logan, UT-ID",155362,15189,4,4,4,6
16,43,ID,Fremont County,"Rexburg, ID",68954,13978,5,5,5,6
16,45,ID,Gem County,"Boise City, ID",811336,20418,3,3,3,6
16,47,ID,Gooding County,,,15715,6,6,6,6
16,49,ID,Idaho County,,,17593,6,6,6,6
16,51,ID,Jefferson County,"Idaho Falls, ID",165608,33428,4,4,4,6
16,53,ID,Jerome County,"Twin Falls, ID",119007,25311,4,5,5,6
16,55,ID,Kootenai County,"Coeur d'Alene, ID",183578,183578,4,4,4,5
16,57,ID,Latah County,"Moscow, ID",40978,40978,5,5,5,5
16,59,ID,Lemhi County,,,8240,6,6,6,6
16,61,ID,Lewis County,,,3763,6,6,6,6
16,63,ID,Lincoln County,"Hailey, ID",31348,5329,5,5,6,6
16,65,ID,Madison County,"Rexburg, ID",68954,54976,5,5,5,5
16,67,ID,Minidoka County,"Burley, ID",47849,22194,5,5,5,6
16,69,ID,Nez Perce County,"Lewiston, ID-WA",65512,43004,4,4,4,5
16,71,ID,Oneida County,"Brigham City, UT-ID",66210,4712,5,6,6,6
16,73,ID,Owyhee County,"Boise City, ID",811336,12613,3,3,3,6
16,75,ID,Payette County,"Ontario, OR-ID",58835,26956,5,5,5,6
16,77,ID,Power County,,,8068,6,6,4,5
16,79,ID,Shoshone County,,,14012,6,6,6,6
16,81,ID,Teton County,"Jackson, WY-ID",35831,12544,5,5,5,6
16,83,ID,Twin Falls County,"Twin Falls, ID",119007,93696,4,5,5,5
16,85,ID,Valley County,,,12464,6,6,6,6
16,87,ID,Washington County,,,11087,6,6,6,6
17,1,IL,Adams County,"Quincy, IL-MO",74616,64725,5,5,5,5
17,3,IL,Alexander County,"Cape Girardeau, MO-IL",98275,4858,4,4,5,6
17,5,IL,Bond County,"St. Louis, MO-IL",2801319,16566,2,2,2,6
17,7,IL,Boone County,"Rockford, IL",335342,53154,3,3,3,3
17,9,IL,Brown County,,,6330,6,6,6,6
17,11,IL,Bureau County,"Ottawa, IL",146478,32828,5,5,5,6
17,13,IL,Calhoun County,"St. Louis, MO-IL",2801319,4360,2,2,2,6
17,15,IL,Carroll County,,,15529,6,6,6,6
17,17,IL,Cass County,,,12657,6,6,6,6
17,19,IL,Champaign County,"Champaign-Urbana, IL",236514,206542,4,4,4,4
17,21,IL,Christian County,"Taylorville, IL",33436,33436,5,5,5,5
17,23,IL,Clark County,,,15229,6,6,6,6
17,25,IL,Clay County,,,13047,6,6,6,6
17,27,IL,Clinton County,"St. Louis, MO-IL",2801319,36909,2,2,2,2
17,29,IL,Coles County,"Charleston-Mattoon, IL",46334,46334,5,5,5,5
17,31,IL,Cook County,"Chicago-Naperville-Elgin, IL-IN",9274140,5109292,1,1,1,1
17,33,IL,Crawford County,,,18536,6,6,6,6
17,35,IL,Cumberland County,"Effingham, IL",44649,10324,5,5,5,6
17,37,IL,DeKalb County,"Chicago-Naperville-Elgin, IL-IN",9274140,100232,2,2,2,2
17,39,IL,De Witt County,,,15310,6,4,6,6
17,41,IL,Douglas County,,,19755,6,6,6,6
17,43,IL,DuPage County,"Chicago-Naperville-Elgin, IL-IN",9274140,920901,2,2,2,2
17,45,IL,Edgar County,,,16433,6,6,6,6
17,47,IL,Edwards County,,,6071,6,6,6,6
17,49,IL,Effingham County,"Effingham, IL",44649,34325,5,5,5,5
17,51,IL,Fayette County,,,21305,6,6,6,6
17,53,IL,Ford County,"Champaign-Urbana, IL",236514,13249,4,4,4,6
17,55,IL,Franklin County,,,37242,6,6,6,6
17,57,IL,Fulton County,"Canton, IL",33021,33021,5,5,5,5
17,59,IL,Gallatin County,,,4855,6,6,6,6
17,61,IL,Greene County,,,11651,6,6,6,6
17,63,IL,Grundy County,"Chicago-Naperville-Elgin, IL-IN",9274140,53041,2,2,2,2
17,65,IL,Hamilton County,,,7984,6,6,5,6
17,67,IL,Hancock County,,,17244,6,5,6,6
17,69,IL,Hardin County,,,3597,6,6,6,6
17,71,IL,Henderson County,"Burlington, IA-IL",44444,6151,5,5,5,6
17,73,IL,Henry County,"Davenport-Moline-Rock Island, IA-IL",379374,48419,3,3,3,3
17,75,IL,Iroquois County,,,26473,6,6,6,6
17,77,IL,Jackson County,"Carbondale, IL",52617,52617,5,4,5,5
17,79,IL,Jasper County,,,9212,6,6,6,6
17,81,IL,Jefferson County,"Mount Vernon, IL",36400,36400,5,5,5,5
17,83,IL,Jersey County,"St. Louis, MO-IL",2801319,21246,2,2,2,2
17,85,IL,Jo Daviess County,,,21758,6,6,6,6
17,87,IL,Johnson County,,,13381,6,6,6,6
17,89,IL,Kane County,"Chicago-Naperville-Elgin, IL-IN",9274140,514182,2,2,2,2
17,91,IL,Kankakee County,"Kankakee, IL",106074,106074,4,4,4,4
17,93,IL,Kendall County,"Chicago-Naperville-Elgin, IL-IN",9274140,137254,2,2,2,2
17,95,IL,Knox County,"Galesburg, IL",48640,48640,5,5,5,5
17,97,IL,Lake County,"Chicago-Naperville-Elgin, IL-IN",9274140,709150,2,2,2,2
17,99,IL,La Salle County,"Ottawa, IL",146478,108078,5,5,5,5
17,101,IL,Lawrence County,,,14914,6,6,6,6
17,103,IL,Lee County,"Dixon, IL",33848,33848,5,5,5,5
17,105,IL,Livingston County,"Pontiac, IL",35521,35521,5,5,5,5
17,107,IL,Logan County,"Lincoln, IL",27591,27591,5,5,5,5
17,109,IL,McDonough County,"Macomb, IL",26861,26861,5,5,5,5
17,111,IL,McHenry County,"Chicago-Naperville-Elgin, IL-IN",9274140,311747,2,2,2,2
17,113,IL,McLean County,"Bloomington, IL",171141,171141,4,4,4,4
17,115,IL,Macon County,"Decatur, IL",101483,101483,4,4,4,4
17,117,IL,Macoupin County,"St. Louis, MO-IL",2801319,44245,2,2,2,6
17,119,IL,Madison County,"St. Louis, MO-IL",2801319,263864,2,2,2,2
17,121,IL,Marion County,"Centralia, IL",36914,36914,5,5,5,5
17,123,IL,Marshall County,"Peoria, IL",363445,11678,3,3,3,6
17,125,IL,Mason County,,,12748,6,6,6,6
17,127,IL,Massac County,"Paducah, KY-IL",102719,13896,4,5,5,6
17,129,IL,Menard County,"Springfield, IL",206655,12121,4,4,4,4
17,131,IL,Mercer County,"Davenport-Moline-Rock Island, IA-IL",379374,15504,3,3,3,6
17,133,IL,Monroe County,"St. Louis, MO-IL",2801319,35033,2,2,2,2
17,135,IL,Montgomery County,,,28020,6,6,6,6
17,137,IL,Morgan County,"Jacksonville, IL",36999,32209,5,5,5,5
17,139,IL,Moultrie County,,,14323,6,6,6,6
17,141,IL,Ogle County,"Rochelle, IL",51351,51351,5,5,5,3
17,143,IL,Peoria County,"Peoria, IL",363445,178383,3,3,3,3
17,145,IL,Perry County,,,20588,6,6,6,6
17,147,IL,Piatt County,"Champaign-Urbana, IL",236514,16723,4,4,4,6
17,149,IL,Pike County,,,14484,6,6,6,6
17,151,IL,Pope County,,,3770,6,6,6,6
17,153,IL,Pulaski County,,,4991,6,6,6,6
17,155,IL,Putnam County,"Ottawa, IL",146478,5572,5,5,5,6
17,157,IL,Randolph County,,,30068,6,6,6,6
17,159,IL,Richland County,,,15435,6,6,6,6
17,161,IL,Rock Island County,"Davenport-Moline-Rock Island, IA-IL",379374,141527,3,3,3,3
17,163,IL,St. Clair County,"St. Louis, MO-IL",2801319,252671,2,2,2,2
17,165,IL,Saline County,,,23087,6,6,5,6
17,167,IL,Sangamon County,"Springfield, IL",206655,194534,4,4,4,4
17,169,IL,Schuyler County,,,6746,6,6,6,6
17,171,IL,Scott County,"Jacksonville, IL",36999,4790,5,5,5,6
17,173,IL,Shelby County,,,20761,6,6,6,6
17,175,IL,Stark County,"Peoria, IL",363445,5345,3,3,3,6
17,177,IL,Stephenson County,"Freeport, IL",43627,43627,5,5,5,5
17,179,IL,Tazewell County,"Peoria, IL",363445,129911,3,3,3,3
17,181,IL,Union County,,,16767,6,6,6,6
17,183,IL,Vermilion County,"Danville, IL",72337,72337,5,4,4,5
17,185,IL,Wabash County,,,11087,6,6,6,6
17,187,IL,Warren County,,,16354,6,6,5,6
17,189,IL,Washington County,,,13643,6,6,6,6
17,191,IL,Wayne County,,,15872,6,6,6,6
17,193,IL,White County,,,13614,6,6,6,6
17,195,IL,Whiteside County,"Sterling, IL",54658,54658,5,5,5,5
17,197,IL,Will County,"Chicago-Naperville-Elgin, IL-IN",9274140,696757,2,2,2,2
17,199,IL,Williamson County,"Marion-Herrin, IL",66695,66695,5,4,5,5
17,201,IL,Winnebago County,"Rockford, IL",335342,282188,3,3,3,3
17,203,IL,Woodford County,"Peoria, IL",363445,38128,3,3,3,3
18,1,IN,Adams County,"Decatur, IN",36068,36068,5,5,5,3
18,3,IN,Allen County,"Fort Wayne, IN",454411,391449,3,3,3,3
18,5,IN,Bartholomew County,"Columbus, IN",83540,83540,4,4,4,5
18,7,IN,Benton County,"Lafayette-West Lafayette, IN",226452,8719,4,4,4,6
18,9,IN,Blackford County,,,11919,6,6,6,6
18,11,IN,Boone County,"Indianapolis-Carmel-Greenwood, IN",2119839,74164,2,2,2,2
18,13,IN,Brown County,"Indianapolis-Carmel-Greenwood, IN",2119839,15570,2,2,2,6
18,15,IN,Carroll County,"Lafayette-West Lafayette, IN",226452,20555,4,4,4,6
18,17,IN,Cass County,"Logansport, IN",37540,37540,5,5,5,5
18,19,IN,Clark County,"Louisville/Jefferson County, KY-IN",1361946,124237,2,2,2,3
18,21,IN,Clay County,"Terre Haute, IN",168506,26379,4,4,4,4
18,23,IN,Clinton County,"Frankfort, IN",32843,32843,5,5,5,4
18,25,IN,Crawford County,,,10536,6,6,6,6
18,27,IN,Daviess County,"Washington, IN",33418,33418,5,5,5,5
18,29,IN,Dearborn County,"Cincinnati, OH-KY-IN",2258099,51138,2,2,2,2
18,31,IN,Decatur County,"Greensburg, IN",26416,26416,5,5,5,6
18,33,IN,DeKalb County,"Auburn, IN",43731,43731,5,5,5,3
18,35,IN,Delaware County,"Muncie, IN",112031,112031,4,4,4,4
18,37,IN,Dubois County,"Jasper, IN",43632,43632,5,5,5,5
18,39,IN,Elkhart County,"Elkhart-Goshen, IN",206890,206890,4,4,4,4
18,41,IN,Fayette County,"Connersville, IN",23349,23349,5,5,5,5
18,43,IN,Floyd County,"Louisville/Jefferson County, KY-IN",1361946,80714,2,2,2,3
18,45,IN,Fountain County,,,16574,6,6,6,6
18,47,IN,Franklin County,"Cincinnati, OH-KY-IN",2258099,23028,2,6,2,6
18,49,IN,Fulton County,,,20327,6,6,6,6
18,51,IN,Gibson County,,,32993,6,6,3,6
18,53,IN,Grant County,"Marion, IN",66022,66022,5,5,5,5
18,55,IN,Greene County,,,31006,6,6,4,6
18,57,IN,Hamilton County,"Indianapolis-Carmel-Greenwood, IN",2119839,364921,2,2,2,2
18,59,IN,Hancock County,"Indianapolis-Carmel-Greenwood, IN",2119839,83070,2,2,2,2
18,61,IN,Harrison County,"Louisville/Jefferson County, KY-IN",1361946,39851,2,2,2,3
18,63,IN,Hendricks County,"Indianapolis-Carmel-Greenwood, IN",2119839,182534,2,2,2,2
18,65,IN,Henry County,"New Castle, IN",48915,48915,5,5,5,5
18,67,IN,Howard County,"Kokomo, IN",83574,83574,4,4,4,4
18,69,IN,Huntington County,"Huntington, IN",36834,36834,5,5,5,3
18,71,IN,Jackson County,"Seymour, IN",46300,46300,5,5,5,5
18,73,IN,Jasper County,"Chicago-Naperville-Elgin, IL-IN",9274140,33281,2,2,2,6
18,75,IN,Jay County,,,20198,6,6,6,6
18,77,IN,Jefferson County,"Madison, IN",32946,32946,5,5,5,5
18,79,IN,Jennings County,,,27536,6,5,5,6
18,81,IN,Johnson County,"Indianapolis-Carmel-Greenwood, IN",2119839,165782,2,2,2,2
18,83,IN,Knox County,"Vincennes, IN",35789,35789,5,5,5,5
18,85,IN,Kosciusko County,"Warsaw, IN",80826,80826,5,5,5,5
18,87,IN,LaGrange County,,,40866,6,6,6,6
18,89,IN,Lake County,"Chicago-Naperville-Elgin, IL-IN",9274140,499689,2,2,2,2
18,91,IN,LaPorte County,"Michigan City-La Porte, IN",111675,111675,4,4,4,5
18,93,IN,Lawrence County,"Bedford, IN",45222,45222,5,5,5,5
18,95,IN,Madison County,"Indianapolis-Carmel-Greenwood, IN",2119839,131744,2,2,4,2
18,97,IN,Marion County,"Indianapolis-Carmel-Greenwood, IN",2119839,969466,1,1,1,1
18,99,IN,Marshall County,"Plymouth, IN",46332,46332,5,5,5,6
18,101,IN,Martin County,,,9803,6,6,6,6
18,103,IN,Miami County,"Peru, IN",35674,35674,5,5,5,5
18,105,IN,Monroe County,"Bloomington, IN",161227,139745,4,4,4,4
18,107,IN,Montgomery County,"Crawfordsville, IN",38273,38273,5,5,5,5
18,109,IN,Morgan County,"Indianapolis-Carmel-Greenwood, IN",2119839,72236,2,2,2,2
18,111,IN,Newton County,"Chicago-Naperville-Elgin, IL-IN",9274140,13823,2,2,2,6
18,113,IN,Noble County,"Kendallville, IN",47367,47367,5,5,5,6
18,115,IN,Ohio County,"Cincinnati, OH-KY-IN",2258099,6114,2,2,2,2
18,117,IN,Orange County,,,19623,6,6,6,6
18,119,IN,Owen County,"Bloomington, IN",161227,21482,4,4,4,6
18,121,IN,Parke County,,,16369,6,6,6,6
18,123,IN,Perry County,,,19183,6,6,6,6
18,125,IN,Pike County,,,12168,6,5,5,6
18,127,IN,Porter County,"Chicago-Naperville-Elgin, IL-IN",9274140,174791,2,2,2,2
18,129,IN,Posey County,"Evansville, IN",269992,25063,3,3,3,3
18,131,IN,Pulaski County,,,12485,6,6,6,6
18,133,IN,Putnam County,"Greencastle, IN",37301,37301,5,2,2,6
18,135,IN,Randolph County,,,24437,6,6,6,6
18,137,IN,Ripley County,,,29087,6,6,6,6
18,139,IN,Rush County,,,16673,6,6,6,6
18,141,IN,St. Joseph County,"South Bend-Mishawaka, IN-MI",323637,272234,3,3,3,4
18,143,IN,Scott County,,,24588,6,2,5,3
18,145,IN,Shelby County,"Indianapolis-Carmel-Greenwood, IN",2119839,44991,2,2,2,2
18,147,IN,Spencer County,,,19967,6,6,6,6
18,149,IN,Starke County,,,23258,6,6,6,6
18,151,IN,Steuben County,"Angola, IN",34725,34725,5,5,5,6
18,153,IN,Sullivan County,"Terre Haute, IN",168506,20670,4,4,4,6
18,155,IN,Switzerland County,,,10006,6,6,6,6
18,157,IN,Tippecanoe County,"Lafayette-West Lafayette, IN",226452,188717,4,4,4,4
18,159,IN,Tipton County,"Indianapolis-Carmel-Greenwood, IN",2119839,15361,2,6,4,4
18,161,IN,Union County,,,6952,6,2,6,6
18,163,IN,Vanderburgh County,"Evansville, IN",269992,179744,3,3,3,3
18,165,IN,Vermillion County,"Terre Haute, IN",168506,15451,4,4,4,4
18,167,IN,Vigo County,"Terre Haute, IN",168506,106006,4,4,4,4
18,169,IN,Wabash County,"Wabash, IN",30828,30828,5,5,5,5
18,171,IN,Warren County,"Lafayette-West Lafayette, IN",226452,8461,4,6,6,6
18,173,IN,Warrick County,"Evansville, IN",269992,65185,3,3,3,3
18,175,IN,Washington County,"Louisville/Jefferson County, KY-IN",1361946,28224,2,2,2,6
18,177,IN,Wayne County,"Richmond, IN",66273,66273,5,5,5,5
18,179,IN,Wells County,"Fort Wayne, IN",454411,28335,3,3,3,3
18,181,IN,White County,"Monticello, IN",24598,24598,5,6,6,6
